店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
华莱士(百合店),1876860,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.8,18,3.8,榕城广场/金山公交站,98,26.052727,119.265662,仓山区金山大道金山百合苑1号楼21号店面,,"5295,5303,",,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 09:00-22:00,0591-88202500,20654,烤翅、蜜汁烤鸡、板烧汉堡蛮好吃的，价格也“比KFC和麦当劳便宜”。而且“分店很多”，“一般都能找到在公司附近的”。叫份外卖当工作餐，“换换口味不错”。,,False,1,17,20654,True,False
大渝火锅(台江万达店),163170087,重庆火锅,大渝火锅,2555833,http://p1.meituan.net/poi/b483f987ee42f4a49e025863a2df709e42219.png,5,111,23,台江万达,97,26.051578,119.34316,台江区鳌江路8号金融街万达广场3F,3,,,单人餐23元起;90代100元;,周一至周日 10:00-22:00,0591-83301217,20633,,,False,0,124,20633,False,False
华莱士(湖前店),1877258,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.4,19,3.8,省体/湖前,95,26.112934,119.297071,鼓楼区福飞南路258号福泉花园8号店面,,,,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 09:00-01:00,0591-87765780,20492,烤翅、蜜汁烤鸡、板烧汉堡蛮好吃的，价格也“比KFC和麦当劳便宜”。而且“分店很多”，“一般都能找到在公司附近的”。叫份外卖当工作餐，“换换口味不错”。,,False,1,48,20492,True,False
九龍唐港式料理,157762263,茶餐厅,,0,,4.1,80,118,东街口,95,26.08685,119.31482,鼓楼区东水路18号金仕顿大酒店一楼（东大路东水路口旁）,,,,双人餐118元，3-4人餐218元，3-4人餐228元，6人餐288元，5人餐298元，8人餐499元;,周一至周日 10:30-14:30 17:00-21:30,0591-88865555,20372,,,False,1,10,20372,True,False
华莱士(福湾檀府店),41719404,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.2,19,3.8,福湾新城/湾边,98,26.01043,119.27741,仓山区建新镇福湾路透浦一路口春风苑一区7号楼2号店面,,,,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 08:00-22:00,0591-83848973,20103,烤翅、蜜汁烤鸡、板烧汉堡蛮好吃的，价格也“比KFC和麦当劳便宜”。而且“分店很多”，“一般都能找到在公司附近的”。叫份外卖当工作餐，“换换口味不错”。,,False,1,41,20103,True,False
新华都海物会(五四店),150560913,海鲜,,0,,5,154,118,五四路,95,26.09631,119.30618,鼓楼区五四路162号华城国际五楼（电梯出口处）,5,"4284,4280,",,双人餐118元，4人餐238元，6人餐788元，10人餐1288元起;899代1000元;,周一至周日 11:00-14:00 17:00-21:00,0591-86303333,20089,,,False,0,164,20089,True,False
华莱士(小柳店),2658814,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.6,18,3.8,黎明/小柳市场,95,26.075564,119.289768,鼓楼区柳河路1号13店面（小柳农贸市场对面）,,"5307,",,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 08:00-22:00  2019-01-28至2019-02-15 休息,0591-22855509,20020,烤翅、蜜汁烤鸡、板烧汉堡蛮好吃的，价格也“比KFC和麦当劳便宜”。而且“分店很多”，“一般都能找到在公司附近的”。叫份外卖当工作餐，“换换口味不错”。,,False,1,22,20020,True,False
潮福城喜司唛烧腊饼店(秀山店),5126717,烧腊,潮福城,766216,http://p1.meituan.net/poi/8e4ee23b9782c208b7b3ccc281cab42d94527.png,4.3,10,8.8,五四北,96,26.133416,119.312679,晋安区秀山路新宿花园C区18号店面（益丰大药房旁边）,,"4283,4281,",,8.8代10元;,周一至周日 07:00-22:00,0591-87629585,19946,,,False,0,10,19946,True,False
韩阁炭火烤肉,4211177,韩式烤肉,,0,,4.1,75,95,左海/西湖公园,95,26.086557,119.294551,鼓楼区元帅路68-1号（三坊七巷斜对面）,,"4286,",,双人餐198元起，双人餐198元起，3人餐238元，4人餐288元;95代100元;,周一至周日 11:00-24:00,0591-83731777,19737,,,False,0,20,19737,True,False
华莱士(北尚店),41932543,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.1,18,3.8,五四北,96,26.133631,119.312304,晋安区郭前路新宿花园14座2#3#店面,,"4283,",,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 08:00-22:00,0591-83952660,19711,,,False,1,15,19711,True,False
华莱士(秀山店),2724334,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.1,17,3.8,五四北,96,26.140565,119.324301,晋安区五四北路部队16号门面（永辉超市旁）,,"4285,4283,",,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 09:00-00:00,0591-87959627,19648,,,False,1,74,19648,True,False
令狐冲·窑烤活鱼(连江店),41238035,烤鱼,令狐冲窑烤活鱼,1861897,http://p0.meituan.net/poi/4b195468026c96ab222cef00cb39a60637864.png,3.8,51,95,连江县中心城区,2956,26.210699,119.537801,连江县丹凤花园19-21号楼12-15号,,,,2-3人餐139元，3-4人餐188元;95代100元;,周一至周日 11:00-14:00 17:00-02:00,0591-26253777,19550,,,False,1,58,19550,False,False
高兴壹锅汕头鲜牛肉火锅,164841019,潮汕牛肉火锅,,0,,3.9,78,75,省立/旗汛口,95,26.086573,119.304306,鼓楼区东街92-2号（中福广场裙楼2楼，旗汛口公交站旁）,2,"4286,",,单人午餐75元，单人晚餐85元，双人餐99元，2-3人餐138元，4-6人餐258元，6-8人餐299元，单人晚餐390元，8-10人餐399元;85代100元;,周一至周日 11:00-24:00,0591-88282333,19398,,,False,0,240,19398,False,False
华莱士(洋下店),832442,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4,18,3.8,华林路/茶园,96,26.102233,119.316242,晋安区六一北路82号,,"4278,4284,",,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 09:00-24:00,0591-87577920,19120,烤翅、蜜汁烤鸡、板烧汉堡蛮好吃的，价格也“比KFC和麦当劳便宜”。而且“分店很多”，“一般都能找到在公司附近的”。叫份外卖当工作餐，“换换口味不错”。,,False,1,24,19120,True,False
华莱士(连潘店),1876509,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4,18,3.8,紫阳/象园,96,26.06524,119.33143,晋安区国货东路373号友汇花园03号底商,,,,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 09:00-02:00,0591-83670836,19045,烤翅、蜜汁烤鸡、板烧汉堡蛮好吃的，价格也“比KFC和麦当劳便宜”。而且“分店很多”，“一般都能找到在公司附近的”。叫份外卖当工作餐，“换换口味不错”。,,False,1,27,19045,True,False
Mr.FIVE伍氏(世欧王庄店),83238468,西式甜品,,0,,4.1,16,88,世欧王庄,96,26.072283,119.327607,晋安区长乐路世欧王庄3区2号05店面（世欧广场1号门对面）,,"5305,",,6英寸蛋糕88元起，6英寸萌宠蜜恋90元，6英寸鲜果嘉年华90元，6英寸虎皮鲜果90元，6英寸夏忆香芒98元，6英寸洛丽塔108元，8英寸蛋糕118元起，8英寸蛋糕118元起，8英寸虎皮鲜果128元，8英寸玛格丽特138元，8英寸俏皮猪138元，8英寸蝶恋花138元，8英寸萌宠蜜恋148元，8英寸旋转木马148元，马卡龙女神148元，8英寸夏忆香芒148元，8英寸洛丽塔148元;,周一至周日 07:00-23:00,0591-83616885,19020,福建泉州市伍氏特香包有限公司创立于1994年，拥有一座占地20亩地的全省烘焙业规模**的中央工厂生产基地，是从事面包、烘焙、中秋月饼、端午粽子、年节伴手礼等食品的研发、生产、销售为一体的食品加工销售发展型企业。 公司创始人伍维国先生经过20年的奋斗，已发展连锁门店超百家。2010年下半年为适应对外拓展及二次创业的需要，公司又斥资6200万对原有中央工厂生产线的设施设备进行全面升级改进，设备92%从德国、比利时、丹麦、日本等地采购引进。改造后的新生产线、生产设备及生产流程控管达到国内行业先进水平，生产能力足以满足350家以上连锁门店每天的需求产量。 伍氏公司历年来多次获得国家、省、市、区各级市政机关的表彰和荣誉称号，且长期被市政府、各辖区政府等相关职能部门指定作为“优秀企业行业标杆单位”，成为全国各省市地区参观、学习、交流窗口。 伍氏特香包将坚持以“诚信是金，质量为本”为企业核心经营理念，实现产品、服务双优，并用计划3-4年内完成福州、莆田、厦门、漳州、南平、龙岩等六个城市的网点布局，把伍氏特香包品牌打造成全国知名烘焙品牌。,,False,0,10,19020,True,False
黄鹤楼(新天宇广场店),2438152,湘菜,黄鹤楼,26296,http://p1.meituan.net/poi/3fabadf77e6ec19ca6cce8694835bd8f6623.png,4,57,80,火车南站,98,25.991574,119.366688,仓山区福峡路城门新天宇购物广场五楼（商场1号梯）,5,"4069,4073,",停车位收费标准：商场提供停车位,2-3人餐88元，3-4人餐136元，6-7人餐298元，10-12人餐489元;80代100元;,周一至周日 10:00-21:00,0591-83531179,19023,黄鹤楼食府，聚集鄂菜菜肴精华。店家对每一种菜品的食材处理要求极其严格，既保留食材的原汁原味，又在此基础上精研细作。主营湖北风味美食，特聘请湖北厨师，调用湖北原产地调料，精研细作原汁原味的正宗湖北美食，确保菜肴的正宗口味。黄鹤楼店内，采用中国红与黑为主色调，彰显楚风文化风格，古色古香，品味雅致，环境舒适，让您吃的舒心。,,False,1,39,19023,True,False
凯景海鲜码头,75926979,海鲜,,0,,3.6,112,179,福清,1186,25.73187,119.36164,福清市清廉路凯景新天地一楼,,,商家服务：免费提供10个停车位,单人午餐179元，单人晚餐229元;,周一至周日 11:30-13:30 17:30-20:30,0591-86088666,18957,,,False,0,188,18957,False,False
潇肴江湖(宝龙城市广场店),1151672,川菜,潇肴江湖泡椒田鸡王,764119,,4.1,50,63,宝龙城市广场,97,26.062018,119.291384,台江区工业路193号宝龙城市广场4层,4,"5302,5311,",商家不提供免费停车位,双人餐63元起;,周一至周日 10:00-22:00,0591-83331559,18897,潇肴江湖，江湖美味，道在江湖。从2010年至今，潇肴江湖泡椒田鸡王已经拥有多家分店，主要经营鄂菜、湘菜、川菜，让人们津津乐道的当然还是当家菜品“泡椒田鸡王”。泡椒田鸡源自四川，经过湖北鄂菜大师的精心改良，改善川味田鸡原有的麻味过重的口感，吸取鄂菜系滑嫩、开胃等优点，形成百吃不腻的新派泡椒田鸡王。这是一场胃的享受，视觉和味觉的冲击，带上你的胃，来潇肴江湖，给自己一次美丽的美食旅行。,,False,0,15,18897,False,False
德庄火锅(王庄店),41207995,重庆火锅,德庄火锅,30931,http://p0.meituan.net/poi/2dfe2a1481831ab8a64a624ba6aea79670717.png,4.4,82,33,世欧王庄,96,26.071161,119.326653,晋安区长乐中路155号世欧广场北区4楼,4,"5305,",,3-4人餐158元，4人餐268元;33代50元;,周一至周日 10:00-22:00,0591-86255988,18853,,,False,0,53,18853,True,False
华莱士(东景店),4491781,快餐,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.8,18,3.8,东区/鼓山,96,26.067779,119.3565,晋安区前屿东路金辉东景7号店,,"5313,5308,",,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 10:00-00:00,0591-83961934,18849,,,False,1,36,18849,True,False
德克士(福清店),832986,快餐,德克士,23806,http://p1.meituan.net/poi/494fa71899e7f00eb7a32cd83495de9575988.png,3.7,24,5.5,街心公园,1186,25.719586,119.382617,福清市一拂街环球商厦斜对面2楼,,,,5.5元香辣鸡翅，6.5元脆皮炸鸡，8.9元魔法鸡块，11元咔滋薯霸买一送一，13元香辣鸡翅2次卡，15元食味炸鸡，16元孜然鸡柳2份，24元香酥双鸡堡，24元酸菜心动堡，25元双堡套餐，25.9元小食套餐A，26元超值单人餐A，29元十月新品小食套餐，32元手枪腿单人套餐，33元手枪腿第二件半价，34元双人套餐，39元一桶都是腿，45元心动堡双人餐，48元欢享双人餐A，79元多人分享套餐，89元...;,周一至周日 08:00-00:30,0591-85267329,18761,德克士（Dicos）是中国大陆的一家西式快餐连锁快餐厅，与康师傅同属于顶新国际集团。截至2009年12月12日为止，德克士在30个省、直辖市，共382个城市设有1100家餐厅。主要产品有汉堡、盖饭、薯条等。,,False,1,0,18761,True,False
黑电鱼粉(后埔街店),62177675,小吃快餐,,0,,5,15,3.9,街心公园,1186,25.720877,119.383079,福清市玉屏街道后埔街海韵大厦一层北侧巷店2号,,,,3.9元玉米汁，3.9元红豆汁，9.9元招牌鱼头粉，12.8元鱼粉;,周一至周日 09:00-22:00  2019-02-03至2019-02-12 休息,0591-85161270,18723,,,False,1,111,18723,True,False
半岛翡丽海鲜自助餐厅,80156378,海鲜自助,,0,,4.7,407,379,五四路,95,26.09471,119.30297,鼓楼区湖东路宏利大厦背后观风亭街23号（公正台湾美食城二楼）,,"4280,4284,",,单人午餐379元，单人晚餐449元，[4]人午餐1509元，[4]人晚餐1789元，[6]人午餐2249元，[6]人晚餐2669元;,周一至周日 11:30-14:00 18:00-22:00,0591-83353888/83678999,18687,,,False,0,101,18687,False,False
壹顿牛排(仓山万达店),119524467,牛排,,0,,4.4,29,32.9,仓山万达广场,98,26.035637,119.272699,仓山区浦上大道万达金街3号门旁,1,,,单人餐32.9元起;,周一至周日 10:30-22:00,18065418777,18617,,,False,1,79,18617,False,False
连江国惠大酒店(茶餐厅),5312965,茶餐厅,,0,,4.2,83,85,连江县中心城区,2956,26.206677,119.5349,连江县丹凤东路1号,,,,双人餐98元，4人餐198元;85代100元;,周一至周日 11:00-14:00 17:00-21:00  2019-02-03至2019-02-10 休息,0591-62988666,18505,,,False,0,49,18505,True,False
桥亭活鱼小镇(鼓山沃尔玛店),2755892,酸菜鱼/水煮鱼,桥亭活鱼小镇,28198,http://p1.meituan.net/poi/99beb5664435e1bcca77505f67cff1d811859.png,4.2,50,77,东区/鼓山,96,26.07015,119.352651,晋安区鼓山沃尔玛四楼（乘观光电梯直达四楼，近大梦敦煌KTV）,,"5308,",免费停车,双人餐77元起，3-4人餐113元;92代100元;,周一至周日 11:00-21:00,0591-83327177/400-036-5177,18476,【大鱼一条，小菜三碟”的健康生活，就在桥亭活鱼小镇 】 桥亭活鱼小镇始创于1999年11月18日，福建省著名商标。创立初期，餐厅经营面积仅仅为70平方米，员工8名。经过十四年的发展，现已拥有福州、厦门两个区域二十几家直营店，员工人数达到900多名。,,False,1,11,18476,True,False
那一家(五四北泰禾广场店),6979474,杭帮菜,那一家餐厅,27878,http://p0.meituan.net/poi/ea5a00eac37ac09df59d997d82bdb55f45256.png,4.8,47,92,五四北,96,26.139499,119.324654,晋安区五四北泰禾广场五楼（秀峰路和溪里路交口旁）,5,"4285,4283,",免费停车,双人餐99元，3-4人餐199元，5-6人餐323元;92代100元;,周一至周日 10:30-14:30 16:00-22:00,0591-87511717,18278,,,False,1,92,18278,True,False
牛太郎烧烤城(国际明珠店),1469018,烤肉自助,牛太郎,787603,http://p1.meituan.net/poi/23d7ebf3650e234f3b76ddc13bbab65f40828.png,3.8,74,60,长乐市中心城区,2954,25.957766,119.512696,长乐市吴航街道西洋中路110号国际明珠3楼C-D区商场,,,免费提供10个停车位,单人午餐60元，单人晚餐70元，双人午餐120元，双人晚餐140元，双人午餐180元，[3]人晚餐210元;,周一至周日 10:00-22:00,0591-28205578,18160,长乐吴航牛太郎餐厅是“牛太郎”的分店之一，“牛太郎”主要是以经营烤肉为主的连锁企业。目前，牛太郎烤肉连锁企业在全国已经有十几家分店相继开业，以真诚的服务、美味的菜肴以及实惠的价格，推广着正宗的烧烤美食，让消费者享受烧烤的饮食文化。,,False,0,35,18160,True,False
华丰贺氏(师大店),1153395,奶茶/果汁,华丰贺氏,26183,,4.1,12,9.9,学生街,98,26.038404,119.310514,仓山区上山路康山里13号（师范大学斜对面）,,,,9.9元黑森林切件，“莓”好时光108元，8英寸蛋糕138元起，果仁果粒142元，小汽车148元，经典黑森林150元，芒果很黄174元;17代20元;,周一至周日 全天,0591-88527332,18159,华丰贺氏始终坚持以传承与弘扬中华民族文化为己任，努力振兴民族品牌。以产品质量为企业生命，引进三套先进的月饼生产成套设备，从投料到成品全面实现全自动化生产流水线。一流的生产设备，再加上一流的生产经营管理，使得华丰贺氏跃上一个新台阶，华丰贺氏月饼已成为目前众多星级酒店代加工月饼优选厂家，华丰贺氏月饼已成为真正的五星级月饼。 华丰贺氏于2008年 7月正式全面导入全新的企业形象识别系统，华丰贺氏首家新形象旗舰店也同时开张，以一个全新的经营理念和创新的经营方式，优雅整洁赏心悦目的经营环境，打造出高格调的面包坊。华丰贺氏是目前福建省的面包专卖店，它的出现足以振撼烘焙界，它必将给福建烘焙行业带来一场新的革命，为全面提升福州烘焙水平做出新的贡献。,,False,1,73,18159,True,False
华莱士(福湾财贸城店),41554951,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4,19,3.8,金山工业区福湾片,98,26.01026,119.2938,仓山区东岭路东兴村公寓楼7号店面（福湾财贸城对面，义云酒店旁）,,,,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 09:00-00:00,0591-83595079,18146,,,False,1,75,18146,True,False
黄鹤楼(大利嘉店),2554588,湘菜,黄鹤楼,26296,http://p1.meituan.net/poi/3fabadf77e6ec19ca6cce8694835bd8f6623.png,4.2,59,88,大利嘉/汽车南站,97,26.069269,119.31302,台江区五一中路与群众东路交叉口路东（农业银行二楼边上）,,"5310,4277,",,双人餐89元，2-4人餐158元，6-8人餐258元，8-10人餐388元，10-12人餐588元;88代100元;,周一至周日 11:30-14:00 16:30-21:00,0591-88261000/13950431531,18146,黄鹤楼（大利嘉店）主营湖北风味美食，特聘请湖北厨师，调用湖北原产地调料，精研细作原汁原味的正宗湖北美食，确保菜肴的正宗口味。黄鹤楼店内，采用中国红与黑为主色调，彰显楚风文化风格，古色古香，品味雅致，环境舒适，让顾客吃的舒心。,,False,1,26,18146,True,False
令狐冲·窑烤活鱼(首山店),40620664,烤鱼,令狐冲窑烤活鱼,1861897,http://p0.meituan.net/poi/4b195468026c96ab222cef00cb39a60637864.png,3.7,50,95,盖山,98,26.030099,119.313332,仓山区仓山镇万安路3号福建第二轻工业学校对面,,,,2-4人餐98元，2-3人餐139元，3-4人餐188元;95代100元;,周一至周日 11:00-14:00 17:00-02:00,0591-88110799,18065,,,False,1,83,18065,False,False
盛世经典(马尾中环自贸广场店),150035230,牛排,,0,,3.4,60,65,罗星西路,2953,25.993137,119.465596,马尾区罗星西路中环广场一楼,,,,单人餐65元，4人餐257元;90代100元;,周一至周日 10:30-14:00 16:00-20:30  非营业时段 2018-02-15至2018-02-15 全天,0591-88626766,18047,,,False,0,97,18047,False,False
七欣天品蟹轩(仓山金洲南路店),158773379,虾蟹火锅,七欣天品蟹轩,97284,http://p0.meituan.net/poi/50ecd8cd94e633b5703911f72b6ffc52138771.png,4.9,125,69,仓山万达广场,98,26.03504,119.2724,仓山区金洲南路万达广场A6幢149商铺276号1-2层149商铺（万达车库出口右侧）,1,,,1-2人餐158元，3人餐168元，3-4人餐268元，3-4人餐278元，5-6人餐358元;69代100元，88代100元;,周一至周日 10:00-04:00,0591-86398607,17988,,,False,1,229,17988,False,False
华莱士(茶园餐厅),832412,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.4,19,3.8,华林路/茶园,96,26.108707,119.314274,晋安区二环中路茶园小区长福村1号楼6号店,,"4278,4276,",,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 08:00-23:00,0591-83885517,17927,烤翅、蜜汁烤鸡、板烧汉堡蛮好吃的，价格也“比KFC和麦当劳便宜”。而且“分店很多”，“一般都能找到在公司附近的”。叫份外卖当工作餐，“换换口味不错”。,,False,1,33,17927,True,False
大丰收脆鱼(元洪店),833938,鱼火锅,大丰收鱼庄,380492,http://p0.meituan.net/poi/98a4f16c2833f136ad4ab4b450e58e7d28608.png,5,80,90,台江广场/元洪城,97,26.052285,119.31603,台江区台江路东百元洪商场4楼,4,"4279,",,3人餐188元，4人餐246元;90代100元;,周一至周日 11:00-21:30,15106056119,17714,喜欢金椒鱼锅，做法“类似于干锅”，一掀盖“香气四溢”。鱼肉“很嫩”，“又麻又辣”，加在里面的魔芋也“很好吃”。消灭完鱼肉后，服务员会把残渣“捞起来”，倒入“清汤”涮火锅。涮菜“没什么特别”，不过“有师傅现场制作拉面”放入锅中，挺好玩的。价格“还算实惠”，生意“暴好”，人“像米一样多”。,,False,1,59,17714,True,False
哈哈碳都(万宝城店),162680751,韩式烤肉,,0,,5,63,85,万象城,97,26.063271,119.290415,台江区宁化街道工业路199号（中防万宝城负一楼008号商铺）,,"5302,5311,",,双人餐108元起，双人餐108元起，3-4人餐188元;85代100元;,周一至周日 11:30-21:30  2019-02-04至2019-02-06 休息 2019-02-07 16:00-21:30,0591-83221348,17689,,,False,1,143,17689,False,False
古都日本料理,833626,日本菜,,0,,4,78,80,大利嘉/汽车南站,97,26.072531,119.310452,台江区高桥路26号阳光假日大酒店一层,,"5310,4277,5301,",,双人餐128元起;80代100元，90代100元;,周一至周日 11:00-13:30 17:00-21:30,0591-83313445,17542,古都日本料理位于台江区高桥路43号闽西大厦（近阳光假日大酒店）是一家性价比很高的日式料理店。经营多年来以新鲜的食材、漂亮的装盘、美味的料理、优质的服务、简单精致的装修，高档的品质深得广大消费者认同。古都日本料理将以热情的服务接待新老客户,,False,1,46,17542,True,False
二回熟台湾馔锅(万象城店),41984264,小火锅,二回熟台式涮涮锅 ,1594949,http://p0.meituan.net/poi/47a5a46e3371456914b5e7719c5635bf61461.png,5,61,128,万象城,97,26.064018,119.290917,台江区工业路8号（万象城4层）,4,"5302,5311,",,双人餐128元起，3-4人餐218元;,周一至周日 10:00-22:00,0591-88915888,17426,“一般的火锅店”。装修“还不错”。长期有打折、送券的活动，“性价比挺高”。适合一帮朋友去聚会，“随便吃吃喝喝”。P.S.地板“真是滑”，“各位要小心”。,,False,0,115,17426,True,False
香帝西饼(爱心店),5393471,蛋糕,香帝西饼,1163652,,3.9,18,8.8,长乐市中心城区,2954,25.965171,119.512901,长乐市爱心路126号,,,,,周一至周日 07:00-23:00,0591-28886567,17349,福建香帝食品有限公司创立于1994年，位于福建省侨乡长乐市、历经18年的发展，已发展为长乐区域烘焙行业品牌与龙头企业。香帝公司现拥有月饼、蛋糕、面包、西点、干点五大类完整的食品生产体系，生产品种多达三百多款。香帝公司目前在长乐市拥有1家中央生产基地，12家连锁门店，产品供应肯德基、上岛咖啡、邮政速递、星级酒店、银行系统等高端品牌客户。香帝公司一向注重产品质量，精选优质新鲜原料，烘焙中不添加食品防腐剂，并严格按照质量管理体系要求，从上游供应商到生产、储运至销售服务进行细致、周密品质管理，确保产品优质安全，实现每天向门店提供的都是新鲜美食。香帝公司在技术研发、产品质量、品牌建设、市场占有率方面均保持区域行业市场的领先地位，香帝公司两度荣获“全国优秀饼店”称号及2007-2008、2009-2010年度“福州市守合同重信用”企业称号，香帝已成为“福州市知名商标”。,,False,1,19,17349,False,False
经典世家牛排(马尾店),51808083,牛排,经典世家牛排,895664,http://p1.meituan.net/poi/22485a165deaaa0f0d6112170302d22d92673.png,5,63,56.8,东方名城,2953,26.018049,119.398714,马尾区江滨东大道68号东方名城永辉超市旁,,,停车位收费标准：先到先得,单人餐56.8元起;,周一至周日 09:30-22:30  非营业时段 2018-02-15至2018-02-17 全天,0591-83971150,17300,,,False,0,35,17300,True,False
越城记黑鱼煲(世欧广场店),41889590,鱼火锅,越城记黑鱼煲,30717,http://p0.meituan.net/poi/6b7402b1e0d24d2f2ae90b887c10113315912.png,4.9,56,92,世欧王庄,96,26.071161,119.326653,晋安区长河路88号世欧广场北区417,4,"5305,",停车位收费标准：请咨询商户,92代100元;,周一至周日 10:30-14:00 17:00-21:00,0591-86255678,17315,,,False,1,180,17315,True,False
青山咖啡(加州店),4319505,西餐,青山咖啡,1135373,,4.6,58,49.9,好又多,1186,25.719825,119.367781,福清市音西街道音西村加州城9号楼二层14店,,,免费提供50个停车位,单人餐49.9元起，139元牛排披萨双人餐，4人餐258元;,周一至周日 10:00-22:00,0591-85255151,17248,青山咖啡环境优雅，格调高雅。是社交、会友、用餐、聚会的理想场所。在都市中心的一片宁静之处，给您最和谐尊贵的享受！,,False,1,9,17248,True,False
金太郎海鲜姿造自助烤肉火锅(平潭店),95935460,烤肉自助,,0,,5,69,66,平潭县中心城区,2960,25.499833,119.794144,平潭县海坛东路南侧环球花园二层1幢201,,,,单人餐66元起;,周一至周日 10:30-15:30 17:00-22:00,0591-88778388,17235,,,False,0,117,17235,True,False
大渝火锅(万象城店),163932784,重庆火锅,大渝火锅,2555833,http://p1.meituan.net/poi/b483f987ee42f4a49e025863a2df709e42219.png,3.8,107,23,万象城,97,26.064272,119.290489,台江区工业路378号万象生活城4楼,4,"5302,5311,",,单人餐23元起;90代100元;,周一至周日 10:00-23:00,0591-83800963,17243,,,False,0,167,17243,False,False
桥亭活鱼小镇(橘园洲店),6893498,酸菜鱼/水煮鱼,桥亭活鱼小镇,28198,http://p1.meituan.net/poi/99beb5664435e1bcca77505f67cff1d811859.png,4,48,77,建新镇,98,26.053596,119.24411,仓山区金山大道618号金山工业区橘园洲园67号（邮政储蓄银行旁）,,"5314,5312,",,双人餐77元起，3-4人餐113元;92代100元;,周一至周日 11:00-22:00  非营业时段 2018-02-14至2018-02-20 全天,0591-87511397,17146,,,False,1,33,17146,True,False
川西坝子(福州店),165060132,四川火锅,,0,,3.8,102,78,台江广场/元洪城,97,26.051717,119.312646,台江区台江路33号沃尔戴斯酒店楼下,,"4279,",,78代100元，88代100元;,周一至周日 11:00-02:00,0591-83202017,17181,,,False,0,369,17181,True,False
华莱士(黎明店),832421,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.2,18,3.8,黎明/小柳市场,95,26.068703,119.287265,鼓楼区黎明茉莉园13号楼16号店,,"5311,5302,",,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 08:00-22:00,0591-83750478,17063,烤翅、蜜汁烤鸡、板烧汉堡蛮好吃的，价格也“比KFC和麦当劳便宜”。而且“分店很多”，“一般都能找到在公司附近的”。叫份外卖当工作餐，“换换口味不错”。,,False,1,39,17063,True,False
